姓名,性别,出生年月,籍贯,学历|学位,领导级别,链接,信息来源
﻿帕巴拉·格列朗杰,男,1940年02月,四川理塘,学士,西藏自治区政协主席,http://ldzl.people.com.cn/dfzlk/front/personPage4961.htm,人民网
﻿丁业现,男,1960年10月,山东阳谷,研究生,西藏自治区党委副书记、常务副主席,http://ldzl.people.com.cn/dfzlk/front/personPage6460.htm,人民网
﻿罗布顿珠,男,1960年12月,西藏琼结,研究生,西藏自治区党委常委、常务副主席，昌都市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4752.htm,人民网
﻿旦科,男,1962年09月,青海共和,研究生,西藏自治区党委常委、统战部部长，自治区政协副主席,http://ldzl.people.com.cn/dfzlk/front/personPage6665.htm,人民网
﻿王拥军,男,1963年07月,江苏如东,本科,西藏自治区党委常委、自治区纪委书记,http://ldzl.people.com.cn/dfzlk/front/personPage6462.htm,人民网
﻿曾万明,男,1964年01月,四川成都,博士,西藏自治区党委常委、组织部部长,http://ldzl.people.com.cn/dfzlk/front/personPage6473.htm,人民网
﻿姜杰,男,1965年10月,山东胶州,博士,西藏自治区党委常委，自治区常务副主席,http://ldzl.people.com.cn/dfzlk/front/personPage6471.htm,人民网
﻿边巴扎西,男,1964年10月,西藏洛扎,学士,西藏自治区党委常委、宣传部部长,http://ldzl.people.com.cn/dfzlk/front/personPage6468.htm,人民网
﻿何文浩,男,1964年03月,湖南衡东,本科,西藏自治区党委常委、政法委书记,http://ldzl.people.com.cn/dfzlk/front/personPage6472.htm,人民网
﻿白玛旺堆,男,1967年02月,西藏芒康,研究生,西藏自治区党委常委、拉萨市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage5012.htm,人民网
﻿甲热·洛桑丹增,男,1953年12月,西藏拉萨,专科,西藏自治区副主席,http://ldzl.people.com.cn/dfzlk/front/personPage6463.htm,人民网
﻿德吉,女,1959年06月,西藏左贡,研究生,西藏自治区副主席,http://ldzl.people.com.cn/dfzlk/front/personPage6465.htm,人民网
﻿多吉次珠,男,1962年12月,西藏日土,研究生,西藏自治区副主席,http://ldzl.people.com.cn/dfzlk/front/personPage6469.htm,人民网
﻿坚参,男,1962年12月,西藏乃东,研究生,西藏自治区副主席,http://ldzl.people.com.cn/dfzlk/front/personPage6470.htm,人民网
﻿其美仁增,男,1958年12月,西藏墨竹,研究生,西藏自治区副主席,http://ldzl.people.com.cn/dfzlk/front/personPage4753.htm,人民网
﻿房灵敏,男,1964年05月,山东郓城,博士,西藏自治区副主席,http://ldzl.people.com.cn/dfzlk/front/personPage12960.htm,人民网
﻿刘江,男,1967年06月,四川渠县,研究生,西藏自治区副主席,http://ldzl.people.com.cn/dfzlk/front/personPage15564.htm,人民网
﻿汪海洲,男,1967年01月,甘肃民勤,硕士,西藏自治区副主席,http://ldzl.people.com.cn/dfzlk/front/personPage4788.htm,人民网
﻿石谋军,男,1968年02月,湖南沅陵,硕士,西藏自治区副主席,http://ldzl.people.com.cn/dfzlk/front/personPage16522.htm,人民网
﻿果果,男,1967年10月,西藏墨竹工卡,研究生,西藏自治区拉萨市代市长,http://ldzl.people.com.cn/dfzlk/front/personPage7403.htm,人民网
﻿阿布,男,1967年03月,西藏拉萨,,西藏自治区昌都市市长,http://ldzl.people.com.cn/dfzlk/front/personPage5011.htm,人民网
﻿张永泽,男,1969年03月,云南丘北,博士,西藏自治区山南市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4754.htm,人民网
﻿普布顿珠,男,1972年11月,西藏江孜,学士,西藏自治区山南市市长,http://ldzl.people.com.cn/dfzlk/front/personPage14848.htm,人民网
﻿张延清,男,1964年06月,甘肃天祝,专科,西藏自治区日喀则市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4751.htm,人民网
﻿刘虎山,男,1967年07月,湖南湘潭,研究生,西藏自治区日喀则市市长,http://ldzl.people.com.cn/dfzlk/front/personPage15129.htm,人民网
﻿松吉扎西,男,,,,西藏自治区那曲地委书记,http://ldzl.people.com.cn/dfzlk/front/personPage5017.htm,人民网
﻿敖刘全,男,,,,西藏自治区那曲地区行署专员,http://ldzl.people.com.cn/dfzlk/front/personPage15747.htm,人民网
﻿朱中奎,男,,,,西藏自治区阿里地委书记,http://ldzl.people.com.cn/dfzlk/front/personPage14895.htm,人民网
﻿彭措,,,,,西藏自治区阿里地区行署专员,http://ldzl.people.com.cn/dfzlk/front/personPage16406.htm,人民网
﻿马升昌,男,,,,西藏自治区林芝市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage16019.htm,人民网
﻿旺堆,男,1963年01月,西藏白朗,研究生,西藏自治区林芝市市长,http://ldzl.people.com.cn/dfzlk/front/personPage5013.htm,人民网
﻿娄勤俭,男,1956年12月,贵州桐梓,博士,陕西省委书记、省人大常委会主任,http://ldzl.people.com.cn/dfzlk/front/personPage4963.htm,人民网
﻿胡和平,男,1962年10月,山东临沂,博士,陕西省委副书记，省长,http://ldzl.people.com.cn/dfzlk/front/personPage6022.htm,人民网
﻿韩勇,男,1956年10月,吉林九台,研究生,陕西省政协主席,http://ldzl.people.com.cn/dfzlk/front/personPage6709.htm,人民网
﻿毛万春,男,1961年10月,河南汤阴,研究生,陕西省委副书记,http://ldzl.people.com.cn/dfzlk/front/personPage6537.htm,人民网
﻿刘小燕,女,1958年11月,陕西安康,硕士,陕西省委常委、省委秘书长，省人大常委会副主任,http://ldzl.people.com.cn/dfzlk/front/personPage6539.htm,人民网
﻿陈强,男,1957年12月,河南孟县,硕士,陕西省委常委、统战部部长，省政协副主席,http://ldzl.people.com.cn/dfzlk/front/personPage6546.htm,人民网
﻿高龙福,男,1956年07月,,,陕西省委常委、省军区司令员,http://ldzl.people.com.cn/dfzlk/front/personPage6540.htm,人民网
﻿祝列克,男,1957年10月,福建福州,博士,陕西省委常委、省委政法委书记，省政协副主席,http://ldzl.people.com.cn/dfzlk/front/personPage6561.htm,人民网
﻿梁桂,男,1964年08月,安徽合肥,博士,陕西省委常委，常务副省长,http://ldzl.people.com.cn/dfzlk/front/personPage14906.htm,人民网
﻿徐新荣,男,1962年04月,陕西乾县,硕士,陕西省委常委、延安市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4769.htm,人民网
﻿张广智,男,1961年08月,山东阳谷,学士,陕西省委常委、组织部部长,http://ldzl.people.com.cn/dfzlk/front/personPage6429.htm,人民网
﻿王永康,男,1963年11月,湖北武汉,博士,陕西省委常委、西安市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4300.htm,人民网
﻿贺荣,女,1962年10月,山东临邑,博士,陕西省委常委、省纪委书记,http://ldzl.people.com.cn/dfzlk/front/personPage16604.htm,人民网
﻿庄长兴,男,1962年11月,陕西勉县,硕士,陕西省委常委、宣传部部长，副省长,http://ldzl.people.com.cn/dfzlk/front/personPage6562.htm,人民网
﻿张道宏,男,1959年03月,河北青县,学士,陕西省副省长,http://ldzl.people.com.cn/dfzlk/front/personPage6548.htm,人民网
﻿杜航伟,男,1962年04月,河南灵宝,本科,陕西省副省长、省公安厅厅长,http://ldzl.people.com.cn/dfzlk/front/personPage11897.htm,人民网
﻿冯新柱,男,1960年07月,陕西洋县,研究生,陕西省副省长,http://ldzl.people.com.cn/dfzlk/front/personPage4763.htm,人民网
﻿姜锋,男,1960年05月,陕西澄城,硕士,陕西省副省长,http://ldzl.people.com.cn/dfzlk/front/personPage4767.htm,人民网
﻿魏增军,男,1960年05月,陕西西安,硕士,陕西省副省长,http://ldzl.people.com.cn/dfzlk/front/personPage4779.htm,人民网
﻿上官吉庆,男,1963年03月,陕西乾县,硕士,陕西省西安市市长,http://ldzl.people.com.cn/dfzlk/front/personPage4766.htm,人民网
﻿郭大为,男,1960年06月,陕西西安,博士,陕西省铜川市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4764.htm,人民网
﻿杨长亚,男,1962年07月,陕西商洛,本科,陕西省铜川市市长,http://ldzl.people.com.cn/dfzlk/front/personPage12290.htm,人民网
﻿钱引安,男,1964年11月,陕西西安,硕士,陕西省宝鸡市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage5006.htm,人民网
﻿惠进才,男,1962年03月,陕西富平,研究生,陕西省宝鸡市市长,http://ldzl.people.com.cn/dfzlk/front/personPage15464.htm,人民网
﻿岳亮,男,1961年11月,河北邯郸,博士,陕西省咸阳市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage12284.htm,人民网
﻿卫华,女,1968年11月,河南许昌,学士,陕西省咸阳市市长,http://ldzl.people.com.cn/dfzlk/front/personPage4768.htm,人民网
﻿陆治原,男,1964年08月,陕西绥德,博士,陕西省渭南市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4776.htm,人民网
﻿李明远,男,1965年08月,陕西吴起,博士,陕西省渭南市市长,http://ldzl.people.com.cn/dfzlk/front/personPage12200.htm,人民网
﻿薛占海,男,1963年09月,陕西清涧,博士,陕西省延安市市长,http://ldzl.people.com.cn/dfzlk/front/personPage16163.htm,人民网
﻿王建军,男,1963年07月,陕西丹凤,硕士,陕西省汉中市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4774.htm,人民网
﻿方红卫,男,1966年06月,陕西富平,博士,陕西省汉中市市长,http://ldzl.people.com.cn/dfzlk/front/personPage16410.htm,人民网
﻿胡志强,男,1963年10月,山西长子,硕士,陕西省榆林市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4775.htm,人民网
﻿尉俊东,男,1968年07月,山西阳高,博士,陕西省榆林市市长,http://ldzl.people.com.cn/dfzlk/front/personPage6959.htm,人民网
﻿郭青,男,1963年10月,河北故城,博士,陕西省安康市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4777.htm,人民网
﻿徐启方,男,1965年08月,陕西汉滨,研究生,陕西省安康市市长,http://ldzl.people.com.cn/dfzlk/front/personPage4778.htm,人民网
﻿陈俊,女,1961年10月,贵州赤水,博士,陕西省商洛市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4780.htm,人民网
﻿郑光照,男,1966年09月,陕西礼泉,学士,陕西省商洛市市长,http://ldzl.people.com.cn/dfzlk/front/personPage15980.htm,人民网
﻿郭社荣,男,1961年08月,陕西勉县,学士,陕西省杨凌示范区党工委书记,http://ldzl.people.com.cn/dfzlk/front/personPage7368.htm,人民网
﻿林铎,男,1956年03月,山东菏泽,研究生,甘肃省委书记，省长,http://ldzl.people.com.cn/dfzlk/front/personPage15559.htm,人民网
﻿王三运,男,1952年12月,山东单县,硕士,甘肃省人大常委会主任,http://ldzl.people.com.cn/dfzlk/front/personPage4965.htm,人民网
﻿冯健身,男,1952年08月,吉林延吉,博士,甘肃省政协主席,http://ldzl.people.com.cn/dfzlk/front/personPage4967.htm,人民网
﻿唐仁健,男,1962年08月,重庆,博士,甘肃省委副书记,http://ldzl.people.com.cn/dfzlk/front/personPage6370.htm,人民网
﻿孙伟,男,1961年12月,山东蓬莱,学士,甘肃省委副书记,http://ldzl.people.com.cn/dfzlk/front/personPage6189.htm,人民网
﻿李建华,男,1956年10月,甘肃镇原,博士,甘肃省委常委、省委秘书长，省人大常委会副主任,http://ldzl.people.com.cn/dfzlk/front/personPage6628.htm,人民网
﻿李荣灿,男,1966年09月,浙江绍兴,硕士,甘肃省委常委、兰州市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage6635.htm,人民网
﻿王玺玉,男,1957年03月,甘肃秦安,研究生,甘肃省委常委、统战部部长，省人大常委会副主任,http://ldzl.people.com.cn/dfzlk/front/personPage6637.htm,人民网
﻿刘昌林,男,1962年07月,重庆,硕士,甘肃省委常委、省纪委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4354.htm,人民网
﻿梁言顺,男,1962年12月,山东泰安,博士,甘肃省委常委、组织部部长、宣传部部长,http://ldzl.people.com.cn/dfzlk/front/personPage15481.htm,人民网
﻿马世忠,男,1962年04月,山东潍坊,博士,甘肃省委常委、政法委书记，省公安厅厅长,http://ldzl.people.com.cn/dfzlk/front/personPage12175.htm,人民网
﻿黄强,男,1963年04月,浙江东阳,博士,甘肃省委常委、副省长,http://ldzl.people.com.cn/dfzlk/front/personPage6638.htm,人民网
﻿宋亮,男,1963年12月,河北辛集,硕士,甘肃省委常委、副省长,http://ldzl.people.com.cn/dfzlk/front/personPage15369.htm,人民网
﻿郝远,男,1957年06月,山西阳城,博士,甘肃省副省长、省政协副主席,http://ldzl.people.com.cn/dfzlk/front/personPage6634.htm,人民网
﻿杨子兴,男,1959年10月,甘肃古浪,硕士,甘肃省副省长,http://ldzl.people.com.cn/dfzlk/front/personPage14793.htm,人民网
﻿李斌,男,1963年03月,黑龙江哈尔滨,博士,甘肃省副省长,http://ldzl.people.com.cn/dfzlk/front/personPage16398.htm,人民网
﻿栾克军,男,1960年06月,甘肃平凉,研究生,甘肃省兰州市市长,http://ldzl.people.com.cn/dfzlk/front/personPage4800.htm,人民网
﻿柳鹏,男,1971年11月,甘肃兰州,研究生,甘肃省嘉峪关市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4784.htm,人民网
﻿王砚,男,1963年07月,甘肃舟曲,研究生,甘肃省嘉峪关市市长,http://ldzl.people.com.cn/dfzlk/front/personPage15660.htm,人民网
﻿吴明明,女,1960年12月,陕西富平,硕士,甘肃省金昌市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4785.htm,人民网
﻿杨建武,男,1966年04月,江苏如皋,硕士,甘肃省金昌市市长,http://ldzl.people.com.cn/dfzlk/front/personPage16020.htm,人民网
﻿张智全,男,1962年10月,甘肃陇西,研究生,甘肃省白银市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4787.htm,人民网
﻿张旭晨,男,1969年01月,甘肃通渭,博士,甘肃省白银市市长,http://ldzl.people.com.cn/dfzlk/front/personPage14844.htm,人民网
﻿王锐,男,1963年10月,内蒙古呼和浩特,学士,甘肃省天水市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4789.htm,人民网
﻿杨维俊,男,1962年09月,甘肃静宁,研究生,甘肃省天水市市长,http://ldzl.people.com.cn/dfzlk/front/personPage4790.htm,人民网
﻿火荣贵,男,1962年10月,甘肃景泰,硕士,甘肃省武威市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4791.htm,人民网
﻿李明生,男,1963年01月,河南南阳,本科,甘肃省武威市市长,http://ldzl.people.com.cn/dfzlk/front/personPage15622.htm,人民网
﻿毛生武,男,1962年02月,甘肃天祝,博士,甘肃省张掖市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4808.htm,人民网
﻿黄泽元,男,1966年05月,甘肃民勤,硕士,甘肃省张掖市市长,http://ldzl.people.com.cn/dfzlk/front/personPage4794.htm,人民网
﻿郑亚军,男,1961年10月,甘肃宁县,研究生,甘肃省平凉市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4783.htm,人民网
﻿王奋彦,男,1962年04月,甘肃天水,本科,甘肃省平凉市市长,http://ldzl.people.com.cn/dfzlk/front/personPage15591.htm,人民网
﻿康军,男,1964年01月,河北平山,博士,甘肃省酒泉市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage16183.htm,人民网
﻿都伟,男,1962年08月,甘肃环县,学士,甘肃省酒泉市市长,http://ldzl.people.com.cn/dfzlk/front/personPage4798.htm,人民网
﻿贠建民,男,1963年04月,甘肃秦安,研究生,甘肃省庆阳市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage10220.htm,人民网
﻿朱涛,男,1961年04月,甘肃平凉,本科,甘肃省庆阳市市长,http://ldzl.people.com.cn/dfzlk/front/personPage16224.htm,人民网
﻿张令平,男,1962年07月,山东滕州,研究生,甘肃省定西市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4801.htm,人民网
﻿唐晓明,男,1963年06月,甘肃东乡,研究生,甘肃省定西市市长,http://ldzl.people.com.cn/dfzlk/front/personPage4802.htm,人民网
﻿孙雪涛,男,1966年10月,安徽太和,博士,甘肃省陇南市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4803.htm,人民网
﻿陈青,女,1960年06月,浙江义乌,研究生,甘肃省陇南市市长,http://ldzl.people.com.cn/dfzlk/front/personPage4804.htm,人民网
﻿杨元忠,男,1960年06月,陕西澄城,学士,甘肃省临夏回族自治州党委书记,http://ldzl.people.com.cn/dfzlk/front/personPage12973.htm,人民网
﻿马学礼,男,1964年12月,甘肃永靖,研究生,甘肃省临夏州州长,http://ldzl.people.com.cn/dfzlk/front/personPage4806.htm,人民网
﻿俞成辉,男,1962年10月,甘肃永登,,甘肃省甘南藏族自治州党委书记,http://ldzl.people.com.cn/dfzlk/front/personPage9735.htm,人民网
﻿赵凌云,男,1966年10月,甘肃临潭,,甘肃省甘南藏族自治州州长,http://ldzl.people.com.cn/dfzlk/front/personPage10950.htm,人民网
﻿王国生,男,1956年05月,山东东阿,硕士,青海省委书记、省人大常委会主任,http://ldzl.people.com.cn/dfzlk/front/personPage4930.htm,人民网
﻿王建军,男,1958年06月,湖北郧县,研究生,青海省委副书记、省长,http://ldzl.people.com.cn/dfzlk/front/personPage5025.htm,人民网
﻿仁青加,男,1954年07月,青海共和,学士,青海省政协主席,http://ldzl.people.com.cn/dfzlk/front/personPage4970.htm,人民网
﻿多杰热旦,男,1956年02月,青海尖扎,研究生,青海省委常委、省纪委书记,http://ldzl.people.com.cn/dfzlk/front/personPage6652.htm,人民网
﻿张光荣,男,1958年04月,宁夏永宁,,青海省委常委、省人大常委会副主任,http://ldzl.people.com.cn/dfzlk/front/personPage6658.htm,人民网
﻿公保扎西,男,1962年10月,青海化隆,硕士,青海省委常委、统战部部长,http://ldzl.people.com.cn/dfzlk/front/personPage6456.htm,人民网
﻿王晓勇,男,1957年05月,陕西蓝田,研究生,青海省委常委、省委政法委书记，省政协副主席,http://ldzl.people.com.cn/dfzlk/front/personPage15508.htm,人民网
﻿王晓,男,1968年05月,山东枣庄,博士,青海省委常委，西宁市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage6661.htm,人民网
﻿李松山,男,1956年02月,河南方城,研究生,青海省委常委、省军区司令员,http://ldzl.people.com.cn/dfzlk/front/personPage9939.htm,人民网
﻿张西明,男,1965年02月,山东定陶,博士,青海省委常委、宣传部部长,http://ldzl.people.com.cn/dfzlk/front/personPage12747.htm,人民网
﻿王予波,男,1963年01月,河南镇平,研究生,青海省委常委、省委秘书长，副省长,http://ldzl.people.com.cn/dfzlk/front/personPage4810.htm,人民网
﻿胡昌升,男,1963年12月,江西高安,博士,青海省委常委、组织部部长,http://ldzl.people.com.cn/dfzlk/front/personPage4696.htm,人民网
﻿严金海,男,1962年03月,青海民和,本科,青海省副省长,http://ldzl.people.com.cn/dfzlk/front/personPage6675.htm,人民网
﻿匡湧,男,1963年06月,江苏无锡,学士,青海省副省长,http://ldzl.people.com.cn/dfzlk/front/personPage6678.htm,人民网
﻿高华,男,1957年09月,山东济阳,本科,青海省副省长,http://ldzl.people.com.cn/dfzlk/front/personPage12757.htm,人民网
﻿韩建华,男,1965年07月,青海循化,硕士,青海省副省长,http://ldzl.people.com.cn/dfzlk/front/personPage12758.htm,人民网
﻿王黎明,男,1962年05月,甘肃酒泉,硕士,青海省副省长,http://ldzl.people.com.cn/dfzlk/front/personPage15033.htm,人民网
﻿杨逢春,男,1963年12月,江西兴国,博士,青海省副省长,http://ldzl.people.com.cn/dfzlk/front/personPage15631.htm,人民网
﻿王正升,男,1960年12月,宁夏彭阳,学士,青海省副省长，省公安厅厅长、党委书记,http://ldzl.people.com.cn/dfzlk/front/personPage16251.htm,人民网
﻿田锦尘,男,1963年04月,湖北潜江,硕士,青海省副省长,http://ldzl.people.com.cn/dfzlk/front/personPage16383.htm,人民网
﻿张晓容,男,1963年12月,青海民和,博士,青海省西宁市市长,http://ldzl.people.com.cn/dfzlk/front/personPage4812.htm,人民网
﻿于丛乐,男,1961年10月,河北清苑,硕士,青海省海东市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4811.htm,人民网
﻿鸟成云,男,1963年11月,青海湟中,研究生,青海省海东市市长,http://ldzl.people.com.cn/dfzlk/front/personPage12763.htm,人民网
﻿尼玛卓玛,女,1963年10月,青海玉树,本科,青海省海北藏族自治州委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4813.htm,人民网
﻿阿更登,男,1967年09月,青海乐都,,青海省海北藏族自治州州长,http://ldzl.people.com.cn/dfzlk/front/personPage16222.htm,人民网
﻿巨克中,男,1958年12月,,本科,青海省黄南藏族自治州委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4815.htm,人民网
﻿乔学智,男,1962年12月,青海乐都,,青海省黄南藏族自治州州长,http://ldzl.people.com.cn/dfzlk/front/personPage16186.htm,人民网
﻿张文魁,男,1961年07月,青海祁连,本科,青海省海南藏族自治州委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4817.htm,人民网
﻿索南东智,男,1962年01月,青海化隆,本科,青海省海南藏族自治州州长,http://ldzl.people.com.cn/dfzlk/front/personPage4818.htm,人民网
﻿武玉嶂,男,1963年07月,山东潍坊,本科,青海省果洛藏族自治州党委书记,http://ldzl.people.com.cn/dfzlk/front/personPage12220.htm,人民网
﻿白加扎西,男,1964年01月,青海囊谦,研究生,青海省果洛藏族自治州州长,http://ldzl.people.com.cn/dfzlk/front/personPage4820.htm,人民网
﻿吴德军,男,1965年05月,青海湟中,本科,青海省玉树藏族自治州委书记,http://ldzl.people.com.cn/dfzlk/front/personPage14897.htm,人民网
﻿才让太,男,1969年11月,青海平安,本科,青海省玉树藏族自治州州长,http://ldzl.people.com.cn/dfzlk/front/personPage12143.htm,人民网
﻿文国栋,男,1969年08月,青海湟中,研究生,青海省海西蒙古族藏族自治州委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4821.htm,人民网
﻿孟海,男,1971年11月,青海德令哈,研究生,青海省海西蒙古族藏族自治州州长,http://ldzl.people.com.cn/dfzlk/front/personPage15937.htm,人民网
﻿李建华,男,1954年09月,河北故城,硕士,宁夏回族自治区党委书记、自治区人大常委会主任,http://ldzl.people.com.cn/dfzlk/front/personPage4971.htm,人民网
﻿咸辉,女,1958年03月,甘肃定西,博士,宁夏回族自治区党委副书记，自治区政府主席,http://ldzl.people.com.cn/dfzlk/front/personPage6623.htm,人民网
﻿齐同生,男,1952年07月,河北平山,学士,宁夏回族自治区政协主席,http://ldzl.people.com.cn/dfzlk/front/personPage4973.htm,人民网
﻿崔波,男,1957年07月,山东邹城,硕士,宁夏回族自治区党委副书记，自治区政协副主席,http://ldzl.people.com.cn/dfzlk/front/personPage6683.htm,人民网
﻿徐广国,男,1964年02月,黑龙江大庆,研究生,宁夏回族自治区党委常委、银川市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4825.htm,人民网
﻿张超超,男,1967年12月,河南新蔡,博士,宁夏回族自治区党委常委、常务副主席,http://ldzl.people.com.cn/dfzlk/front/personPage6203.htm,人民网
﻿马顺清,男,1963年01月,青海西宁,学士,宁夏回族自治区党委常委、政府副主席,http://ldzl.people.com.cn/dfzlk/front/personPage6659.htm,人民网
﻿马廷礼,男,1963年02月,宁夏平罗,硕士,宁夏回族自治区党委常委、统战部部长,http://ldzl.people.com.cn/dfzlk/front/personPage4831.htm,人民网
﻿许传智,男,1957年02月,山东诸城,本科,宁夏回族自治区党委常委、纪委书记,http://ldzl.people.com.cn/dfzlk/front/personPage15621.htm,人民网
﻿纪峥,男,1964年11月,江苏如皋,,宁夏回族自治区党委常委、固原市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage14782.htm,人民网
﻿盛荣华,男,1962年10月,湖南衡阳,博士,宁夏回族自治区党委常委、组织部部长,http://ldzl.people.com.cn/dfzlk/front/personPage4489.htm,人民网
﻿赵永清,男,1963年04月,山东临朐,硕士,宁夏回族自治区党委常委、宣传部部长,http://ldzl.people.com.cn/dfzlk/front/personPage4829.htm,人民网
﻿姚爱兴,男,1962年01月,宁夏中卫,博士,宁夏回族自治区副主席,http://ldzl.people.com.cn/dfzlk/front/personPage6698.htm,人民网
﻿王和山,男,1964年07月,宁夏西吉,硕士,宁夏回族自治区副主席,http://ldzl.people.com.cn/dfzlk/front/personPage6703.htm,人民网
﻿马力,男,1957年12月,黑龙江齐齐哈尔,本科,宁夏回族自治区副主席,http://ldzl.people.com.cn/dfzlk/front/personPage4826.htm,人民网
﻿刘可为,男,1964年04月,湖南长沙,硕士,宁夏回族自治区政府副主席,http://ldzl.people.com.cn/dfzlk/front/personPage15579.htm,人民网
﻿许尔锋,男,1963年12月,甘肃民勤,学士,宁夏回族自治区副主席、自治区公安厅厅长,http://ldzl.people.com.cn/dfzlk/front/personPage16213.htm,人民网
﻿白尚成,男,1962年11月,河南孟县,研究生,宁夏回族自治区银川市市长,http://ldzl.people.com.cn/dfzlk/front/personPage4830.htm,人民网
﻿彭友东,男,1965年10月,河南光山,硕士,宁夏回族自治区石嘴山市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4827.htm,人民网
﻿沈左权,男,1963年10月,浙江安吉,硕士,宁夏回族自治区吴忠市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage16238.htm,人民网
﻿喜清江,男,1965年08月,,研究生,宁夏回族自治区吴忠市市长,http://ldzl.people.com.cn/dfzlk/front/personPage12762.htm,人民网
﻿张柱,男,1968年02月,宁夏同心,研究生,宁夏回族自治区中卫市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage12752.htm,人民网
﻿万新恒,男,1972年12月,湖北黄冈,博士,宁夏回族自治区中卫市市长,http://ldzl.people.com.cn/dfzlk/front/personPage12163.htm,人民网
﻿马汉成,男,1968年03月,宁夏同心,硕士,宁夏回族自治区固原市市长,http://ldzl.people.com.cn/dfzlk/front/personPage4834.htm,人民网
﻿梁振英,男,1954年08月,山东,学士,香港特别行政区行政长官,http://ldzl.people.com.cn/dfzlk/front/personPage4987.htm,人民网
﻿梁君彦,男,1951年02月,广东顺德,,香港特别行政区立法会主席,http://ldzl.people.com.cn/dfzlk/front/personPage16235.htm,人民网
﻿崔世安,男,1956年12月,广东,博士,澳门特别行政区行政长官,http://ldzl.people.com.cn/dfzlk/front/personPage4978.htm,人民网
﻿贺一诚,男,1957年06月,,,澳门特别行政区立法会主席,http://ldzl.people.com.cn/dfzlk/front/personPage11675.htm,人民网
